"Region","Country","source","Data_status","Year","Month","season_nMonth","cases","cum_todate_cases_year","Predicted_total_seasonal_cases","Ave_season_monthly_cases","Ave_monthly_proportion","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion"
"South America","Argentina",NA,"Unobserved",2026,4,9,NA,NA,28854,17542,0.28,55248,0.78
"South America","Argentina",NA,"Unobserved",2026,5,10,NA,NA,28854,4523,0.17,59771,0.95
"South America","Argentina",NA,"Unobserved",2026,6,11,NA,NA,28854,942,0.03,60713,0.99
"South America","Argentina",NA,"Unobserved",2026,7,12,NA,NA,28854,336,0.01,61049,1
"South America","Argentina",NA,"Unobserved",2026,8,1,NA,NA,NA,53,0.01,53,0.01
"South America","Argentina",NA,"Unobserved",2026,9,2,NA,NA,NA,131,0.01,184,0.02
"South America","Argentina",NA,"Unobserved",2026,10,3,NA,NA,NA,102,0.02,286,0.04
"South America","Argentina",NA,"Unobserved",2026,11,4,NA,NA,NA,168,0.02,454,0.06
"South America","Argentina",NA,"Unobserved",2026,12,5,NA,NA,NA,1712,0.07,2166,0.13
"Caribbean","Antigua And Barbuda","WHO","Observed",2025,1,10,0,0,2,54,0.19,236,0.77
"Caribbean","Antigua And Barbuda","WHO","Observed",2025,2,11,0,0,2,27,0.13,263,0.9
"Caribbean","Antigua And Barbuda","PAHO","Observed",2025,3,12,2,2,2,17,0.1,280,1
"Caribbean","Antigua And Barbuda","PAHO","Observed",2025,4,1,1,3,26,5,0.02,5,0.02
"Caribbean","Antigua And Barbuda","PAHO","Observed",2025,5,2,1,4,26,9,0.04,14,0.06
"Caribbean","Antigua And Barbuda","PAHO","Observed",2025,6,3,2,6,26,8,0.03,22,0.1
"Caribbean","Antigua And Barbuda","PAHO","Observed",2025,7,4,2,8,26,10,0.04,32,0.14
"Caribbean","Antigua And Barbuda","PAHO","Observed",2025,8,5,2,10,26,20,0.07,52,0.21
"Caribbean","Antigua And Barbuda","PAHO","Observed",2025,9,6,4,14,26,23,0.08,74,0.28
"Caribbean","Antigua And Barbuda","PAHO","Observed",2025,10,7,1,15,26,27,0.08,101,0.36
"Caribbean","Antigua And Barbuda","Estimates","Unobserved",2025,11,8,0,15,26,33,0.1,134,0.46
"Caribbean","Antigua And Barbuda","Estimates","Unobserved",2025,12,9,0,15,26,48,0.12,182,0.58
"Caribbean","Antigua And Barbuda","Estimates","Unobserved",2026,1,10,7,7,26,54,0.19,236,0.77
"Caribbean","Antigua And Barbuda",NA,"Unobserved",2026,2,11,NA,NA,26,27,0.13,263,0.9
"Caribbean","Antigua And Barbuda",NA,"Unobserved",2026,3,12,NA,NA,26,17,0.1,280,1
"Caribbean","Antigua And Barbuda",NA,"Unobserved",2026,4,1,NA,NA,NA,5,0.02,5,0.02
"Caribbean","Antigua And Barbuda",NA,"Unobserved",2026,5,2,NA,NA,NA,9,0.04,14,0.06
"Caribbean","Antigua And Barbuda",NA,"Unobserved",2026,6,3,NA,NA,NA,8,0.03,22,0.1
"Caribbean","Antigua And Barbuda",NA,"Unobserved",2026,7,4,NA,NA,NA,10,0.04,32,0.14
"Caribbean","Antigua And Barbuda",NA,"Unobserved",2026,8,5,NA,NA,NA,20,0.07,52,0.21
"Caribbean","Antigua And Barbuda",NA,"Unobserved",2026,9,6,NA,NA,NA,23,0.08,74,0.28
"Caribbean","Antigua And Barbuda",NA,"Unobserved",2026,10,7,NA,NA,NA,27,0.08,101,0.36
"Caribbean","Antigua And Barbuda",NA,"Unobserved",2026,11,8,NA,NA,NA,33,0.1,134,0.46
"Caribbean","Antigua And Barbuda",NA,"Unobserved",2026,12,9,NA,NA,NA,48,0.12,182,0.58
"Pacific Islands","Australia","WHO","Observed",2025,1,4,283,283,1545,176,0.12,467,0.35
"Pacific Islands","Australia","WHO","Observed",2025,2,5,220,503,1545,142,0.1,609,0.45
"Pacific Islands","Australia","WHO","Observed",2025,3,6,220,723,1545,141,0.1,750,0.54
"Pacific Islands","Australia","WHO","Observed",2025,4,7,195,918,1545,142,0.09,892,0.63
"Pacific Islands","Australia","WHO","Observed",2025,5,8,135,1053,1545,131,0.08,1023,0.71
"Pacific Islands","Australia","WHO","Observed",2025,6,9,120,1173,1545,106,0.07,1128,0.79
"Pacific Islands","Australia","WHO","Observed",2025,7,10,159,1332,1545,117,0.08,1245,0.87
"Pacific Islands","Australia","WHO","Observed",2025,8,11,126,1458,1545,87,0.06,1332,0.94
"Pacific Islands","Australia","WHO","Observed",2025,9,12,87,1545,1545,74,0.06,1407,1
"Pacific Islands","Australia","WHO","Observed",2025,10,1,144,1689,1512,99,0.08,99,0.08
"Pacific Islands","Australia","WHO","Observed",2025,11,2,114,1803,1512,94,0.08,193,0.15
"Pacific Islands","Australia","WHO","Observed",2025,12,3,86,1889,1512,98,0.07,291,0.23
"Pacific Islands","Australia","Estimates","Unobserved",2026,1,4,185,185,1512,176,0.12,467,0.35
"Pacific Islands","Australia",NA,"Unobserved",2026,2,5,NA,NA,1512,142,0.1,609,0.45
"Pacific Islands","Australia",NA,"Unobserved",2026,3,6,NA,NA,1512,141,0.1,750,0.54
"Pacific Islands","Australia",NA,"Unobserved",2026,4,7,NA,NA,1512,142,0.09,892,0.63
"Pacific Islands","Australia",NA,"Unobserved",2026,5,8,NA,NA,1512,131,0.08,1023,0.71
"Pacific Islands","Australia",NA,"Unobserved",2026,6,9,NA,NA,1512,106,0.07,1128,0.79
"Pacific Islands","Australia",NA,"Unobserved",2026,7,10,NA,NA,1512,117,0.08,1245,0.87
"Pacific Islands","Australia",NA,"Unobserved",2026,8,11,NA,NA,1512,87,0.06,1332,0.94
"Pacific Islands","Australia",NA,"Unobserved",2026,9,12,NA,NA,1512,74,0.06,1407,1
"Pacific Islands","Australia",NA,"Unobserved",2026,10,1,NA,NA,NA,99,0.08,99,0.08
"Pacific Islands","Australia",NA,"Unobserved",2026,11,2,NA,NA,NA,94,0.08,193,0.15
"Pacific Islands","Australia",NA,"Unobserved",2026,12,3,NA,NA,NA,98,0.07,291,0.23
"Caribbean","Bonaire, Saint Eustatius And Saba","WHO","Unobserved",2025,1,9,NA,0,NA,108,0.23,281,0.61
"Caribbean","Bonaire, Saint Eustatius And Saba","WHO","Unobserved",2025,2,10,NA,0,NA,83,0.18,364,0.79
"Caribbean","Bonaire, Saint Eustatius And Saba","WHO","Unobserved",2025,3,11,NA,0,NA,82,0.18,446,0.96
"Caribbean","Bonaire, Saint Eustatius And Saba","WHO","Unobserved",2025,4,12,NA,0,NA,17,0.04,464,1
"Caribbean","Bonaire, Saint Eustatius And Saba","WHO","Unobserved",2025,5,1,NA,0,NA,10,0.02,10,0.02
"Caribbean","Bonaire, Saint Eustatius And Saba","WHO","Unobserved",2025,6,2,NA,0,NA,10,0.02,20,0.04
"Caribbean","Bonaire, Saint Eustatius And Saba","WHO","Unobserved",2025,7,3,NA,0,NA,15,0.03,34,0.07
"Caribbean","Bonaire, Saint Eustatius And Saba","WHO","Unobserved",2025,8,4,NA,0,NA,15,0.03,49,0.11
"Caribbean","Bonaire, Saint Eustatius And Saba","WHO","Unobserved",2025,9,5,NA,0,NA,19,0.04,68,0.15
"Caribbean","Bonaire, Saint Eustatius And Saba","WHO","Unobserved",2025,10,6,NA,0,NA,29,0.06,97,0.21
"Caribbean","Bonaire, Saint Eustatius And Saba","WHO","Unobserved",2025,11,7,NA,0,NA,30,0.07,128,0.28
"Caribbean","Bonaire, Saint Eustatius And Saba","WHO","Unobserved",2025,12,8,NA,0,NA,45,0.1,173,0.38
"Caribbean","Bonaire, Saint Eustatius And Saba",NA,"Unobserved",2026,1,9,NA,0,NA,108,0.23,281,0.61
"Caribbean","Bonaire, Saint Eustatius And Saba",NA,"Unobserved",2026,2,10,NA,NA,NA,83,0.18,364,0.79
"Caribbean","Bonaire, Saint Eustatius And Saba",NA,"Unobserved",2026,3,11,NA,NA,NA,82,0.18,446,0.96
"Caribbean","Bonaire, Saint Eustatius And Saba",NA,"Unobserved",2026,4,12,NA,NA,NA,17,0.04,464,1
"Caribbean","Bonaire, Saint Eustatius And Saba",NA,"Unobserved",2026,5,1,NA,NA,NA,10,0.02,10,0.02
"Caribbean","Bonaire, Saint Eustatius And Saba",NA,"Unobserved",2026,6,2,NA,NA,NA,10,0.02,20,0.04
"Caribbean","Bonaire, Saint Eustatius And Saba",NA,"Unobserved",2026,7,3,NA,NA,NA,15,0.03,34,0.07
"Caribbean","Bonaire, Saint Eustatius And Saba",NA,"Unobserved",2026,8,4,NA,NA,NA,15,0.03,49,0.11
"Caribbean","Bonaire, Saint Eustatius And Saba",NA,"Unobserved",2026,9,5,NA,NA,NA,19,0.04,68,0.15
"Caribbean","Bonaire, Saint Eustatius And Saba",NA,"Unobserved",2026,10,6,NA,NA,NA,29,0.06,97,0.21
"Caribbean","Bonaire, Saint Eustatius And Saba",NA,"Unobserved",2026,11,7,NA,NA,NA,30,0.07,128,0.28
"Caribbean","Bonaire, Saint Eustatius And Saba",NA,"Unobserved",2026,12,8,NA,NA,NA,45,0.1,173,0.38
"Sub-Saharan Africa","Burkina Faso","WHO","Observed",2025,1,9,4242,4242,10941,1921,0.04,53917,0.93
"Sub-Saharan Africa","Burkina Faso","WHO","Observed",2025,2,10,2543,6785,10941,1307,0.03,55224,0.96
"Sub-Saharan Africa","Burkina Faso","WHO","Observed",2025,3,11,2130,8915,10941,872,0.03,56096,0.98
"Sub-Saharan Africa","Burkina Faso","WHO","Observed",2025,4,12,2026,10941,10941,762,0.02,56859,1
"Sub-Saharan Africa","Burkina Faso","WHO","Observed",2025,5,1,1981,12922,47637,462,0.01,462,0.01
"Sub-Saharan Africa","Burkina Faso","WHO","Observed",2025,6,2,1894,14816,47637,374,0.01,835,0.02
"Sub-Saharan Africa","Burkina Faso","WHO","Observed",2025,7,3,3584,18400,47637,632,0.02,1468,0.04
"Sub-Saharan Africa","Burkina Faso","WHO","Observed",2025,8,4,3123,21523,47637,2709,0.06,4176,0.1
"Sub-Saharan Africa","Burkina Faso","WHO","Observed",2025,9,5,6374,27897,47637,8069,0.1,12246,0.2
"Sub-Saharan Africa","Burkina Faso","WHO","Observed",2025,10,6,11453,39350,47637,21802,0.41,34047,0.61
"Sub-Saharan Africa","Burkina Faso","WHO","Observed",2025,11,7,9011,48361,47637,13434,0.2,47481,0.81
"Sub-Saharan Africa","Burkina Faso","WHO","Observed",2025,12,8,5074,53435,47637,4515,0.08,51996,0.89
"Sub-Saharan Africa","Burkina Faso","Estimates","Unobserved",2026,1,9,1953,1953,47637,1921,0.04,53917,0.93
"Sub-Saharan Africa","Burkina Faso",NA,"Unobserved",2026,2,10,NA,NA,47637,1307,0.03,55224,0.96
"Sub-Saharan Africa","Burkina Faso",NA,"Unobserved",2026,3,11,NA,NA,47637,872,0.03,56096,0.98
"Sub-Saharan Africa","Burkina Faso",NA,"Unobserved",2026,4,12,NA,NA,47637,762,0.02,56859,1
"Sub-Saharan Africa","Burkina Faso",NA,"Unobserved",2026,5,1,NA,NA,NA,462,0.01,462,0.01
"Sub-Saharan Africa","Burkina Faso",NA,"Unobserved",2026,6,2,NA,NA,NA,374,0.01,835,0.02
"Sub-Saharan Africa","Burkina Faso",NA,"Unobserved",2026,7,3,NA,NA,NA,632,0.02,1468,0.04
"Sub-Saharan Africa","Burkina Faso",NA,"Unobserved",2026,8,4,NA,NA,NA,2709,0.06,4176,0.1
"Sub-Saharan Africa","Burkina Faso",NA,"Unobserved",2026,9,5,NA,NA,NA,8069,0.1,12246,0.2
"Sub-Saharan Africa","Burkina Faso",NA,"Unobserved",2026,10,6,NA,NA,NA,21802,0.41,34047,0.61
"Sub-Saharan Africa","Burkina Faso",NA,"Unobserved",2026,11,7,NA,NA,NA,13434,0.2,47481,0.81
"Sub-Saharan Africa","Burkina Faso",NA,"Unobserved",2026,12,8,NA,NA,NA,4515,0.08,51996,0.89
"South Asia","Bangladesh","SEARO","Observed",2025,1,11,1161,1161,1535,218,0.01,43130,1
"South Asia","Bangladesh","SEARO","Observed",2025,2,12,374,1535,1535,71,0,43201,1
"South Asia","Bangladesh","SEARO","Observed",2025,3,1,336,1871,102413,39,0,39,0
"South Asia","Bangladesh","SEARO","Observed",2025,4,2,701,2572,102413,60,0,99,0.01
"South Asia","Bangladesh","SEARO","Observed",2025,5,3,1773,4345,102413,139,0.01,237,0.02
"South Asia","Bangladesh","SEARO","Observed",2025,6,4,5951,10296,102413,785,0.03,1022,0.04
"South Asia","Bangladesh","SEARO","Observed",2025,7,5,10684,20980,102413,4430,0.11,5452,0.15
"South Asia","Bangladesh","SEARO","Observed",2025,8,6,10496,31476,102413,10642,0.24,16094,0.39
"South Asia","Bangladesh","SEARO","Observed",2025,9,7,15866,47342,102413,9259,0.23,25353,0.62
"South Asia","Bangladesh","SEARO","Observed",2025,10,8,22520,69862,102413,8730,0.19,34083,0.81
"South Asia","Bangladesh","SEARO","Observed",2025,11,9,24540,94402,102413,7023,0.14,41106,0.95
"South Asia","Bangladesh","SEARO","Observed",2025,12,10,8465,102867,102413,1806,0.05,42913,0.99
"South Asia","Bangladesh","SEARO","Observed",2026,1,11,1081,1081,102413,218,0.01,43130,1
"South Asia","Bangladesh","SEARO","Observed",2026,2,12,NA,NA,102413,71,0,43201,1
"South Asia","Bangladesh","SEARO","Observed",2026,3,1,NA,NA,0,39,0,39,0
"South Asia","Bangladesh","SEARO","Observed",2026,4,2,NA,NA,0,60,0,99,0.01
"South Asia","Bangladesh","SEARO","Observed",2026,5,3,NA,NA,0,139,0.01,237,0.02
"South Asia","Bangladesh","SEARO","Observed",2026,6,4,NA,NA,0,785,0.03,1022,0.04
"South Asia","Bangladesh","SEARO","Observed",2026,7,5,NA,NA,0,4430,0.11,5452,0.15
"South Asia","Bangladesh","SEARO","Observed",2026,8,6,NA,NA,0,10642,0.24,16094,0.39
"South Asia","Bangladesh","SEARO","Observed",2026,9,7,NA,NA,0,9259,0.23,25353,0.62
"South Asia","Bangladesh","SEARO","Observed",2026,10,8,NA,NA,0,8730,0.19,34083,0.81
"South Asia","Bangladesh","SEARO","Observed",2026,11,9,NA,NA,0,7023,0.14,41106,0.95
"South Asia","Bangladesh","SEARO","Observed",2026,12,10,NA,NA,0,1806,0.05,42913,0.99
"Caribbean","Bahamas","WHO","Unobserved",2025,1,10,NA,0,NA,131,0.12,1660,0.87
"Caribbean","Bahamas","WHO","Unobserved",2025,2,11,NA,0,NA,84,0.08,1744,0.95
"Caribbean","Bahamas","WHO","Unobserved",2025,3,12,NA,0,NA,57,0.05,1800,1
"Caribbean","Bahamas","WHO","Unobserved",2025,4,1,NA,0,NA,88,0.04,88,0.04
"Caribbean","Bahamas","WHO","Unobserved",2025,5,2,NA,0,NA,54,0.03,142,0.07
"Caribbean","Bahamas","WHO","Unobserved",2025,6,3,NA,0,NA,78,0.04,220,0.1
"Caribbean","Bahamas","WHO","Unobserved",2025,7,4,NA,0,NA,98,0.05,318,0.15
"Caribbean","Bahamas","WHO","Unobserved",2025,8,5,NA,0,NA,294,0.13,612,0.28
"Caribbean","Bahamas","WHO","Unobserved",2025,9,6,NA,0,NA,464,0.23,1076,0.51
"Caribbean","Bahamas","WHO","Unobserved",2025,10,7,NA,0,NA,213,0.11,1289,0.63
"Caribbean","Bahamas","WHO","Unobserved",2025,11,8,NA,0,NA,135,0.07,1424,0.7
"Caribbean","Bahamas","WHO","Unobserved",2025,12,9,NA,0,NA,104,0.05,1529,0.75
"Caribbean","Bahamas",NA,"Unobserved",2026,1,10,NA,0,NA,131,0.12,1660,0.87
"Caribbean","Bahamas",NA,"Unobserved",2026,2,11,NA,NA,NA,84,0.08,1744,0.95
"Caribbean","Bahamas",NA,"Unobserved",2026,3,12,NA,NA,NA,57,0.05,1800,1
"Caribbean","Bahamas",NA,"Unobserved",2026,4,1,NA,NA,NA,88,0.04,88,0.04
"Caribbean","Bahamas",NA,"Unobserved",2026,5,2,NA,NA,NA,54,0.03,142,0.07
"Caribbean","Bahamas",NA,"Unobserved",2026,6,3,NA,NA,NA,78,0.04,220,0.1
"Caribbean","Bahamas",NA,"Unobserved",2026,7,4,NA,NA,NA,98,0.05,318,0.15
"Caribbean","Bahamas",NA,"Unobserved",2026,8,5,NA,NA,NA,294,0.13,612,0.28
"Caribbean","Bahamas",NA,"Unobserved",2026,9,6,NA,NA,NA,464,0.23,1076,0.51
"Caribbean","Bahamas",NA,"Unobserved",2026,10,7,NA,NA,NA,213,0.11,1289,0.63
"Caribbean","Bahamas",NA,"Unobserved",2026,11,8,NA,NA,NA,135,0.07,1424,0.7
"Caribbean","Bahamas",NA,"Unobserved",2026,12,9,NA,NA,NA,104,0.05,1529,0.75
"Caribbean","Saint Barthelemy","PAHO","Observed",2025,1,10,17,17,20,36,0.15,388,0.82
"Caribbean","Saint Barthelemy","PAHO","Observed",2025,2,11,1,18,20,20,0.09,408,0.91
"Caribbean","Saint Barthelemy","PAHO","Observed",2025,3,12,2,20,20,19,0.09,427,1
"Caribbean","Saint Barthelemy","WHO","Observed",2025,4,1,0,20,7,18,0.04,18,0.04
"Caribbean","Saint Barthelemy","WHO","Observed",2025,5,2,0,20,7,32,0.07,50,0.11
"Caribbean","Saint Barthelemy","WHO","Observed",2025,6,3,0,20,7,29,0.06,80,0.17
"Caribbean","Saint Barthelemy","Estimates","Unobserved",2025,7,4,1,21,7,26,0.04,106,0.22
"Caribbean","Saint Barthelemy","Estimates","Unobserved",2025,8,5,1,22,7,44,0.06,150,0.27
"Caribbean","Saint Barthelemy","WHO","Observed",2025,9,6,0,22,7,40,0.06,190,0.33
"Caribbean","Saint Barthelemy","Estimates","Unobserved",2025,10,7,1,23,7,38,0.06,228,0.4
"Caribbean","Saint Barthelemy","Estimates","Unobserved",2025,11,8,3,26,7,77,0.15,305,0.54
"Caribbean","Saint Barthelemy","WHO","Observed",2025,12,9,0,26,7,48,0.13,353,0.67
"Caribbean","Saint Barthelemy","Estimates","Unobserved",2026,1,10,0,0,7,36,0.15,388,0.82
"Caribbean","Saint Barthelemy",NA,"Unobserved",2026,2,11,NA,NA,7,20,0.09,408,0.91
"Caribbean","Saint Barthelemy",NA,"Unobserved",2026,3,12,NA,NA,7,19,0.09,427,1
"Caribbean","Saint Barthelemy",NA,"Unobserved",2026,4,1,NA,NA,NA,18,0.04,18,0.04
"Caribbean","Saint Barthelemy",NA,"Unobserved",2026,5,2,NA,NA,NA,32,0.07,50,0.11
"Caribbean","Saint Barthelemy",NA,"Unobserved",2026,6,3,NA,NA,NA,29,0.06,80,0.17
"Caribbean","Saint Barthelemy",NA,"Unobserved",2026,7,4,NA,NA,NA,26,0.04,106,0.22
"Caribbean","Saint Barthelemy",NA,"Unobserved",2026,8,5,NA,NA,NA,44,0.06,150,0.27
"Caribbean","Saint Barthelemy",NA,"Unobserved",2026,9,6,NA,NA,NA,40,0.06,190,0.33
"Caribbean","Saint Barthelemy",NA,"Unobserved",2026,10,7,NA,NA,NA,38,0.06,228,0.4
"Caribbean","Saint Barthelemy",NA,"Unobserved",2026,11,8,NA,NA,NA,77,0.15,305,0.54
"Caribbean","Saint Barthelemy",NA,"Unobserved",2026,12,9,NA,NA,NA,48,0.13,353,0.67
"North & Central America","Belize","PAHO","Observed",2025,1,11,54,54,111,264,0.08,3441,0.94
"North & Central America","Belize","PAHO","Observed",2025,2,12,57,111,111,188,0.06,3629,1
"North & Central America","Belize","PAHO","Observed",2025,3,1,98,209,3146,208,0.07,208,0.07
"North & Central America","Belize","PAHO","Observed",2025,4,2,57,266,3146,147,0.05,355,0.12
"North & Central America","Belize","PAHO","Observed",2025,5,3,71,337,3146,184,0.06,539,0.17
"North & Central America","Belize","PAHO","Observed",2025,6,4,129,466,3146,244,0.07,783,0.24
"North & Central America","Belize","PAHO","Observed",2025,7,5,298,764,3146,330,0.09,1113,0.33
"North & Central America","Belize","PAHO","Observed",2025,8,6,575,1339,3146,472,0.12,1585,0.45
"North & Central America","Belize","PAHO","Observed",2025,9,7,625,1964,3146,489,0.12,2074,0.57
"North & Central America","Belize","PAHO","Observed",2025,10,8,412,2376,3146,483,0.12,2557,0.7
"North & Central America","Belize","PAHO","Observed",2025,11,9,221,2597,3146,380,0.09,2937,0.79
"North & Central America","Belize","PAHO","Observed",2025,12,10,200,2797,3146,240,0.06,3177,0.85
"North & Central America","Belize","Estimates","Unobserved",2026,1,11,265,265,3146,264,0.08,3441,0.94
"North & Central America","Belize",NA,"Unobserved",2026,2,12,NA,NA,3146,188,0.06,3629,1
"North & Central America","Belize",NA,"Unobserved",2026,3,1,NA,NA,NA,208,0.07,208,0.07
"North & Central America","Belize",NA,"Unobserved",2026,4,2,NA,NA,NA,147,0.05,355,0.12
"North & Central America","Belize",NA,"Unobserved",2026,5,3,NA,NA,NA,184,0.06,539,0.17
"North & Central America","Belize",NA,"Unobserved",2026,6,4,NA,NA,NA,244,0.07,783,0.24
"North & Central America","Belize",NA,"Unobserved",2026,7,5,NA,NA,NA,330,0.09,1113,0.33
"North & Central America","Belize",NA,"Unobserved",2026,8,6,NA,NA,NA,472,0.12,1585,0.45
"North & Central America","Belize",NA,"Unobserved",2026,9,7,NA,NA,NA,489,0.12,2074,0.57
"North & Central America","Belize",NA,"Unobserved",2026,10,8,NA,NA,NA,483,0.12,2557,0.7
"North & Central America","Belize",NA,"Unobserved",2026,11,9,NA,NA,NA,380,0.09,2937,0.79
"North & Central America","Belize",NA,"Unobserved",2026,12,10,NA,NA,NA,240,0.06,3177,0.85
"South America","Bolivia","PAHO","Observed",2025,1,6,4204,4204,29022,7102,0.13,13530,0.33
